################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -8.2886124475349998E+00 a         1     0     1     1     1
 -1.2973254411959788E+01 a         2     0     1     1     2
  1.8544948500446225E+01 a         3     0     1     1     3
 -3.2085717734431651E+00 a         4     0     1     1     4
 -7.1720686267284837E+00 a         5     0     1     1     5
  1.3639608127819679E+01 a         6     0     1     1     6
 -9.1242083842932917E+00 a         7     0     1     1     7
 -1.6151034960958490E+00 a         8     0     1     1     8
 -7.2864626649836524E+00 a         9     0     1     1     9
  5.5643093172329268E+00 a        10     0     1     1    10
  4.9357266649664755E+00 a        11     0     1     1    11
 -6.1654758537415209E+00 a        12     0     1     1    12
 -2.7020746498829000E+00 a        13     0     1     1    13
 -1.0448112303225118E+01 a        14     0     1     1    14
  1.2785372269394136E+01 a        15     0     1     1    15
 -2.3102571843199717E+00 a        16     0     1     1    16
 -2.8788585029045148E+01 a        17     0     1     1    17
  1.7777702249684307E+01 a        18     0     1     1    18
  1.1058560752698662E+01 a        19     0     1     1    19
  1.0817410082839489E+01 a        20     0     1     1    20
  5.2939101229751166E+00 a        21     0     2     1     1
  7.6185273474674398E-01 a        22     0     2     1     2
  6.1570943687549020E+00 a        23     0     2     1     3
 -1.6098568292158827E+01 a        24     0     2     1     4
 -2.0456431179869494E+01 a        25     0     2     1     5
  5.4260997802227688E+00 a        26     0     2     1     6
 -9.3664775100622162E+00 a        27     0     2     1     7
  6.5653363351803478E+00 a        28     0     2     1     8
  2.1741698964227325E+00 a        29     0     2     1     9
  6.4998247380413421E+00 a        30     0     2     1    10
  2.2363682624494845E+00 a        31     0     2     1    11
  1.6818514162698619E+01 a        32     0     2     1    12
 -1.3682776103301499E+00 a        33     0     2     1    13
  1.1949025517427030E+01 a        34     0     2     1    14
 -9.4236589117079428E-01 a        35     0     2     1    15
 -1.8018990585439457E+01 a        36     0     2     1    16
  1.0793856403801962E+00 a        37     0     2     1    17
  3.3471222869985446E+00 a        38     0     2     1    18
  6.7374229123256786E+00 a        39     0     2     1    19
 -1.6199796274070508E+01 a        40     0     2     1    20
 -1.8944700296827899E+00 a        41     0     3     1     1
  1.1908355319206624E+01 a        42     0     3     1     2
  4.5165317457553256E+00 a        43     0     3     1     3
 -1.2094619644806807E+01 a        44     0     3     1     4
  6.3516040338837412E+00 a        45     0     3     1     5
 -3.0800066981273262E+00 a        46     0     3     1     6
  1.4494965342196121E+01 a        47     0     3     1     7
 -5.6327399186071530E+00 a        48     0     3     1     8
  2.2946188053162107E+01 a        49     0     3     1     9
 -5.1123088297779606E+00 a        50     0     3     1    10
  8.7747556161446525E+00 a        51     0     3     1    11
 -9.0543951288868278E+00 a        52     0     3     1    12
 -1.4436326480550612E+00 a        53     0     3     1    13
 -6.7702804797223326E+00 a        54     0     3     1    14
 -8.3218441334756079E+00 a        55     0     3     1    15
 -1.1246287647915651E+01 a        56     0     3     1    16
  1.1829283448158851E+01 a        57     0     3     1    17
 -1.4198910531934480E+01 a        58     0     3     1    18
 -1.3195534229759508E+01 a        59     0     3     1    19
  1.2732882669744626E+01 a        60     0     3     1    20
  1.5904444890430486E-01 a        61     0     4     1     1
  3.1254269365709302E+00 a        62     0     4     1     2
 -2.0029991830864988E+00 a        63     0     4     1     3
  5.9447595560684334E+00 a        64     0     4     1     4
  7.3776996093395422E+00 a        65     0     4     1     5
  1.9597367966934567E+00 a        66     0     4     1     6
  1.7134456291381721E+01 a        67     0     4     1     7
 -3.2763448205700341E+00 a        68     0     4     1     8
 -1.4562342900648648E+01 a        69     0     4     1     9
 -1.6740358354001305E+01 a        70     0     4     1    10
 -5.1627578434414900E+00 a        71     0     4     1    11
 -1.5991123651821969E+01 a        72     0     4     1    12
 -5.2792131817535477E+00 a        73     0     4     1    13
 -8.1989373441218980E+00 a        74     0     4     1    14
 -6.9849441322544177E+00 a        75     0     4     1    15
 -1.0850279899123141E+01 a        76     0     4     1    16
  1.5390909071656418E+01 a        77     0     4     1    17
 -2.7162805920595252E+00 a        78     0     4     1    18
 -1.8160575164069079E+00 a        79     0     4     1    19
  8.1434332006873564E+00 a        80     0     4     1    20
  1.0521626447548862E+00 a        81     0     5     1     1
  9.6991907661326486E+00 a        82     0     5     1     2
 -5.1210262025191255E+00 a        83     0     5     1     3
  3.2147373047548826E+00 a        84     0     5     1     4
 -1.1286012871364148E+01 a        85     0     5     1     5
 -2.9197446095738485E+01 a        86     0     5     1     6
 -1.3691153846711698E+01 a        87     0     5     1     7
  1.3957833350675985E+01 a        88     0     5     1     8
  4.9963538109852630E+00 a        89     0     5     1     9
 -2.3010686926022204E+00 a        90     0     5     1    10
  1.4197810405277931E+01 a        91     0     5     1    11
