################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.3793147151646270E+00 a         1     0     1     1     1
 -9.4574893780570193E+00 a         2     0     1     1     2
  3.9016008669791700E+00 a         3     0     1     1     3
  3.8893087865073701E+00 a         4     0     1     1     4
 -1.4157120598870009E+01 a         5     0     1     1     5
  1.7119415235939910E+00 a         6     0     1     1     6
 -9.1193621085027079E+00 a         7     0     1     1     7
  8.1958411784084628E+00 a         8     0     1     1     8
  5.1847348619044995E+00 a         9     0     1     1     9
 -5.1999140244059801E+00 a        10     0     1     1    10
 -2.1794469822403780E+01 a        11     0     1     1    11
 -6.7719504090774496E-01 a        12     0     1     1    12
 -1.1228796789149005E+01 a        13     0     1     1    13
 -4.1971933247854558E+00 a        14     0     1     1    14
  4.8408245199076783E+00 a        15     0     1     1    15
 -9.4693843043677930E+00 a        16     0     1     1    16
 -6.0132389443894256E+00 a        17     0     1     1    17
  6.6387681203064428E+00 a        18     0     1     1    18
  2.7409641852032873E+00 a        19     0     1     1    19
 -4.2733200135871130E-01 a        20     0     1     1    20
 -8.4472653737941421E+00 a        21     0     2     1     1
  1.4415249528426439E+00 a        22     0     2     1     2
 -2.1055188912094557E+01 a        23     0     2     1     3
 -4.2881988439875034E+00 a        24     0     2     1     4
 -2.9452644673493737E+00 a        25     0     2     1     5
  2.4055634676536788E+00 a        26     0     2     1     6
  4.3401238113978939E+00 a        27     0     2     1     7
  9.5813976622432033E+00 a        28     0     2     1     8
 -1.9979104074658055E-01 a        29     0     2     1     9
  1.7461215442640764E+01 a        30     0     2     1    10
  1.4173517752217547E+01 a        31     0     2     1    11
 -6.2621889515968148E+00 a        32     0     2     1    12
  8.6314079551786160E-01 a        33     0     2     1    13
  1.7245759002760877E+01 a        34     0     2     1    14
  9.2581278564944807E+00 a        35     0     2     1    15
 -3.9749384658243958E+00 a        36     0     2     1    16
  1.1810185218280024E+01 a        37     0     2     1    17
  6.9414793629815552E+00 a        38     0     2     1    18
  7.1675604316190711E+00 a        39     0     2     1    19
 -1.2810828201703044E+01 a        40     0     2     1    20
  1.4307670397434395E+01 a        41     0     3     1     1
 -1.2231358312317713E+01 a        42     0     3     1     2
  1.7090000881382494E+00 a        43     0     3     1     3
  3.3326495783501375E+00 a        44     0     3     1     4
  8.6651788593279075E+00 a        45     0     3     1     5
  8.8236172718981702E+00 a        46     0     3     1     6
 -9.0941781177129482E+00 a        47     0     3     1     7
 -1.3158691822235034E+00 a        48     0     3     1     8
 -9.8181862914944968E+00 a        49     0     3     1     9
  1.0097317499081322E+01 a        50     0     3     1    10
 -5.1372637999074007E+00 a        51     0     3     1    11
  3.7148924615758054E+00 a        52     0     3     1    12
  1.6776631940451754E+01 a        53     0     3     1    13
 -7.4439519161114927E+00 a        54     0     3     1    14
  1.3557907852784938E+01 a        55     0     3     1    15
  5.2601074469623956E+00 a        56     0     3     1    16
  3.2419293702361744E+00 a        57     0     3     1    17
 -5.3778591662995270E+00 a        58     0     3     1    18
  5.9039849237358277E-01 a        59     0     3     1    19
  1.5841323577779468E+01 a        60     0     3     1    20
  3.0894650261603105E+00 a        61     0     4     1     1
  1.6397399794879281E+01 a        62     0     4     1     2
  5.3043885206406811E+00 a        63     0     4     1     3
  3.3078446784767577E+00 a        64     0     4     1     4
 -1.1964915628295843E+01 a        65     0     4     1     5
 -5.6822486507420971E+00 a        66     0     4     1     6
  2.5946832899280543E+00 a        67     0     4     1     7
 -4.2196068922149426E+00 a        68     0     4     1     8
  9.7033273132079045E-01 a        69     0     4     1     9
 -6.8686281435946581E+00 a        70     0     4     1    10
  7.9031272697245019E+00 a        71     0     4     1    11
  1.0306974103541007E+01 a        72     0     4     1    12
  8.9778441160056364E+00 a        73     0     4     1    13
 -6.5711363727988639E+00 a        74     0     4     1    14
 -8.5402584914668793E+00 a        75     0     4     1    15
 -2.1650112291957875E+00 a        76     0     4     1    16
 -3.0177707606831672E+00 a        77     0     4     1    17
 -6.8725394045655772E+00 a        78     0     4     1    18
 -1.1279578919804631E+01 a        79     0     4     1    19
  6.8816483369377845E+00 a        80     0     4     1    20
  3.6311278519095378E+00 a        81     0     5     1     1
 -7.4331153701103405E+00 a        82     0     5     1     2
  1.2995675009923618E+01 a        83     0     5     1     3
 -1.6477798325342887E+00 a        84     0     5     1     4
 -1.0393983161837237E+01 a        85     0     5     1     5
 -1.1289045547368308E+00 a        86     0     5     1     6
 -1.0859908142026008E+01 a        87     0     5     1     7
  3.9751521474007108E+00 a        88     0     5     1     8
  5.7949885800749437E+00 a        89     0     5     1     9
  4.0610656523888089E-01 a        90     0     5     1    10
  1.0379721320968683E+01 a        91     0     5     1    11
  6.0433868416236827E+00 a        92     0     5     1    12
  3.2939834196636579E+00 a        93     0     5     1    13
  7.5239560105521504E+00 a        94     0     5     1    14
 -1.8756969459922654E+00 a        95     0     5     1    15
 -9.0972398286078937E-01 a        96     0     5     1    16
 -1.0985589610228530E+01 a        97     0     5     1    17
 -2.9689704105458934E+00 a        98     0     5     1    18
  1.6425763357431939E+00 a        99     0     5     1    19
 -2.2871326523617164E+01 a       100     0     5     1    20
 -1.2597501850538498E+01 a       101     0     6     1     1
 -1.6876985174006375E+01 a       102     0     6     1     2
  5.0418359078525752E+00 a       103     0     6     1     3
 -3.8046920617700088E+00 a       104     0     6     1     4
  1.0894510843502747E+01 a       105     0     6     1     5
 -2.2639018769638149E+01 a       106     0     6     1     6
  9.8858138049847817E+00 a       107     0     6     1     7
 -2.6317399635886954E+01 a       108     0     6     1     8
 -1.3615838135622537E+01 a       109     0     6     1     9
 -1.7835076603139079E+00 a       110     0     6     1    10
  1.8891263128541596E+01 a       111     0     6     1    11
 -1.1713098937980126E+01 a       112     0     6     1    12
 -7.9655063895683060E+00 a       113     0     6     1    13
 -6.8982331086095776E+00 a       114     0     6     1    14
 -4.6419527833873708E+00 a       115     0     6     1    15
  8.6532184105731158E+00 a       116     0     6     1    16
 -1.3452170697032196E+01 a       117     0     6     1    17
  1.7596944424126146E+00 a       118     0     6     1    18
  1.8997296721947578E+01 a       119     0     6     1    19
  8.3444266069842199E-01 a       120     0     6     1    20
 -6.9266181592571199E+00 a       121     0     7     1     1
 -1.8681935558951604E+01 a       122     0     7     1     2
  1.6067492486241548E+01 a       123     0     7     1     3
  1.0262354055447476E+00 a       124     0     7     1     4
  4.4421048697066512E+00 a       125     0     7     1     5
 -1.5016412507532568E+00 a       126     0     7     1     6
 -1.7113665785830676E+01 a       127     0     7     1     7
 -1.1246595121768399E+01 a       128     0     7     1     8
  2.6575383879572594E+00 a       129     0     7     1     9
 -3.7489776741841530E+00 a       130     0     7     1    10
  9.6687675886780742E+00 a       131     0     7     1    11
  6.7554703827369500E-01 a       132     0     7     1    12
 -1.0727036758563095E+01 a       133     0     7     1    13
 -6.3305138955163720E+00 a       134     0     7     1    14
 -2.6224714159660767E+00 a       135     0     7     1    15
  3.9965489000416832E+00 a       136     0     7     1    16
 -4.8257246172999633E+00 a       137     0     7     1    17
 -5.8651616043231440E+00 a       138     0     7     1    18
  2.1066406217019948E+00 a       139     0     7     1    19
 -2.5263190187537616E+00 a       140     0     7     1    20
 -8.7445192889656340E+00 a       141     0     8     1     1
 -2.3529142711000270E+00 a       142     0     8     1     2
 -1.2487434012762559E+00 a       143     0     8     1     3
  1.8935128896683004E+01 a       144     0     8     1     4
