################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.2737534033983053E+00 a         1     0     1     1     1
 -2.8754505856664264E-01 a         2     0     1     1     2
  2.1350191355875703E+00 a         3     0     1     1     3
 -7.3183231682270145E-01 a         4     0     1     1     4
  7.8337692701732964E-01 a         5     0     1     1     5
  1.7094512671073395E-01 a         6     0     1     1     6
  3.1998410614076750E-01 a         7     0     1     1     7
 -9.8298785614542328E-01 a         8     0     1     1     8
  1.4785673439631921E+00 a         9     0     1     1     9
  6.4531465913651120E-01 a        10     0     1     1    10
 -1.7948071205127509E+00 a        11     0     1     1    11
 -9.4614572122624674E-01 a        12     0     1     1    12
 -7.6280330181014899E-01 a        13     0     1     1    13
 -9.4571178503951747E-01 a        14     0     1     1    14
  1.8019747062731308E+00 a        15     0     1     1    15
 -7.7165708407591094E-01 a        16     0     1     1    16
 -6.4394292271424725E-01 a        17     0     1     1    17
  1.6270657956691674E+00 a        18     0     1     1    18
 -1.7585671572136043E+00 a        19     0     1     1    19
  2.4743938497639846E+00 a        20     0     1     1    20
  9.5411066806221009E-02 a        21     0     2     1     1
 -7.8588280730514937E-01 a        22     0     2     1     2
 -1.3929020187392049E-01 a        23     0     2     1     3
  2.2854761670047230E+00 a        24     0     2     1     4
  2.6010971683644979E-01 a        25     0     2     1     5
 -5.9335222640608110E-01 a        26     0     2     1     6
  2.3720758503296499E-01 a        27     0     2     1     7
  7.0949598508051637E-01 a        28     0     2     1     8
  1.0947616634514001E+00 a        29     0     2     1     9
 -1.7012562405064884E+00 a        30     0     2     1    10
  2.9551638315759077E-01 a        31     0     2     1    11
 -7.3352356071659397E-01 a        32     0     2     1    12
 -1.6206051112544093E+00 a        33     0     2     1    13
  1.3654211642928140E+00 a        34     0     2     1    14
 -2.3564790430954212E+00 a        35     0     2     1    15
  2.7245735280558958E-01 a        36     0     2     1    16
 -1.4565360238556204E+00 a        37     0     2     1    17
  1.4357424624953681E+00 a        38     0     2     1    18
 -3.3091690203526969E-01 a        39     0     2     1    19
  3.7668915099771705E+00 a        40     0     2     1    20
 -1.7376936332107764E+00 a        41     0     3     1     1
  1.6719192254273934E+00 a        42     0     3     1     2
 -1.6619482097871432E+00 a        43     0     3     1     3
 -1.2438268004272566E+00 a        44     0     3     1     4
  3.3707094516894903E-01 a        45     0     3     1     5
  1.4083684778920313E+00 a        46     0     3     1     6
  7.3602477283898993E-01 a        47     0     3     1     7
