################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.0808891238003873E+00 a         1     0     1     1     1
  7.7731302075937592E-01 a         2     0     1     1     2
 -6.6192324771704045E-02 a         3     0     1     1     3
  1.1754785428811615E-01 a         4     0     1     1     4
 -1.0695240859338651E-01 a         5     0     1     1     5
  8.0846783054606675E-01 a         6     0     1     1     6
 -1.8023267506807996E+00 a         7     0     1     1     7
  2.5494406738468178E-03 a         8     0     1     1     8
  6.8708459956825363E-01 a         9     0     1     1     9
  8.2345207083441208E-01 a        10     0     1     1    10
 -1.9248429407833205E+00 a        11     0     1     1    11
 -1.4652283446830210E+00 a        12     0     1     1    12
  3.8599216102918082E-01 a        13     0     1     1    13
 -1.0051030359361675E+00 a        14     0     1     1    14
  2.3219768001075827E-01 a        15     0     1     1    15
 -2.2202442880567190E+00 a        16     0     1     1    16
  4.3482986754848030E-01 a        17     0     1     1    17
 -5.8507698233823777E-02 a        18     0     1     1    18
  2.4680722077777248E-01 a        19     0     1     1    19
  2.4174413650400803E-01 a        20     0     1     1    20
 -4.1965436293736275E-01 a        21     0     2     1     1
 -7.0450893465120557E-01 a        22     0     2     1     2
 -4.0687343615415006E-01 a        23     0     2     1     3
 -1.2796065823327101E+00 a        24     0     2     1     4
  2.4880432356683135E+00 a        25     0     2     1     5
  7.9940466427650991E-01 a        26     0     2     1     6
 -2.6232740495379825E-02 a        27     0     2     1     7
  1.3861392368860048E-01 a        28     0     2     1     8
 -5.3272783599244711E-01 a        29     0     2     1     9
  5.6733411678264489E-01 a        30     0     2     1    10
 -2.9702745353625420E-01 a        31     0     2     1    11
 -9.2300951884011728E-01 a        32     0     2     1    12
 -1.0701383061809040E+00 a        33     0     2     1    13
  4.4593876384681036E-01 a        34     0     2     1    14
 -3.3568503577713699E-01 a        35     0     2     1    15
 -2.2430719793263174E-01 a        36     0     2     1    16
  2.1828547420842878E-02 a        37     0     2     1    17
  1.5848045497384147E+00 a        38     0     2     1    18
 -8.1847249884028372E-01 a        39     0     2     1    19
 -4.7083487205136126E-01 a        40     0     2     1    20
  3.1086549855454060E-01 a        41     0     3     1     1
 -1.7014812681446116E+00 a        42     0     3     1     2
 -9.9601923704737605E-01 a        43     0     3     1     3
 -1.7830463380275094E-01 a        44     0     3     1     4
 -4.3433965801607410E-01 a        45     0     3     1     5
  1.1538163925525800E+00 a        46     0     3     1     6
 -6.6210958447318147E-01 a        47     0     3     1     7
  3.2819254958373661E-01 a        48     0     3     1     8
  1.4651438668596822E-01 a        49     0     3     1     9
  9.6755701775202674E-01 a        50     0     3     1    10
 -1.5704531722002018E+00 a        51     0     3     1    11
 -1.5771297045175925E-01 a        52     0     3     1    12
  1.8789834924809539E+00 a        53     0     3     1    13
 -3.4988534480720446E-01 a        54     0     3     1    14
 -1.9709936623665179E+00 a        55     0     3     1    15
  1.6483430663021151E-01 a        56     0     3     1    16
  7.8321080731479850E-03 a        57     0     3     1    17
 -4.6961202458215967E-01 a        58     0     3     1    18
 -2.3334911488933994E+00 a        59     0     3     1    19
  1.5647910743207807E+00 a        60     0     3     1    20
 -8.8180350427101561E-01 a        61     0     4     1     1
  6.6964968470582165E-01 a        62     0     4     1     2
 -8.0212578791579059E-01 a        63     0     4     1     3
 -1.0441215369236154E+00 a        64     0     4     1     4
  1.4591644910861783E+00 a        65     0     4     1     5
  1.3073031891375719E-01 a        66     0     4     1     6
  1.4084996731989106E+00 a        67     0     4     1     7
  6.2136898273785035E-01 a        68     0     4     1     8
  2.7811313927612819E-01 a        69     0     4     1     9
 -1.4498366840313290E+00 a        70     0     4     1    10
  1.3165200725487545E+00 a        71     0     4     1    11
 -6.4475492670246237E-01 a        72     0     4     1    12
 -4.6140535757912410E-01 a        73     0     4     1    13
  3.9039698843186688E-01 a        74     0     4     1    14
  5.8651934852865691E-02 a        75     0     4     1    15
  3.0199283758467615E-01 a        76     0     4     1    16
 -4.0071195103532636E-01 a        77     0     4     1    17
  1.7615010869786266E-01 a        78     0     4     1    18
  2.0276478088271173E+00 a        79     0     4     1    19
  1.0167138431098002E+00 a        80     0     4     1    20
 -1.0221141858718120E-03 a        81     0     5     1     1
 -8.2829373721444344E-01 a        82     0     5     1     2
 -6.9752188535003390E-01 a        83     0     5     1     3
 -2.5981451055006882E-01 a        84     0     5     1     4
 -2.9661871643638810E-01 a        85     0     5     1     5
 -7.5447318845763625E-02 a        86     0     5     1     6
  1.7166419536354804E+00 a        87     0     5     1     7
 -8.9193903785974638E-01 a        88     0     5     1     8
 -2.5906340348966896E+00 a        89     0     5     1     9
  2.4078396797728044E-01 a        90     0     5     1    10
 -1.1989717129291444E+00 a        91     0     5     1    11
  7.6778973850811505E-01 a        92     0     5     1    12
 -1.3699039674227792E-01 a        93     0     5     1    13
 -5.5915866579787710E-01 a        94     0     5     1    14
 -1.1441280181959812E+00 a        95     0     5     1    15
  4.2880403499843733E-01 a        96     0     5     1    16
  1.4781446175763668E+00 a        97     0     5     1    17
  1.3047513264895208E-01 a        98     0     5     1    18
  2.5755113409036945E-01 a        99     0     5     1    19
  2.4768256624756484E+00 a       100     0     5     1    20
 -2.1216365029702806E+00 a       101     0     6     1     1
  1.6038629706363567E+00 a       102     0     6     1     2
  7.4394347814521200E-01 a       103     0     6     1     3
 -9.1266788299506552E-01 a       104     0     6     1     4
 -8.5529120698146299E-01 a       105     0     6     1     5
