################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -7.4504176085835108E-02 a         1     0     1     1     1
  1.8907182391462782E+00 a         2     0     1     1     2
  3.5498052920242431E+00 a         3     0     1     1     3
  2.1549098731683412E+00 a         4     0     1     1     4
 -2.6411892246290787E+00 a         5     0     1     1     5
 -3.5933655279393334E-01 a         6     0     1     1     6
 -2.0364490583367670E-01 a         7     0     1     1     7
 -5.3225568578396265E-01 a         8     0     1     1     8
  1.5093093495680268E+00 a         9     0     1     1     9
 -2.5353127457326532E+00 a        10     0     1     1    10
 -1.4060050899294471E-01 a        11     0     1     1    11
 -4.3599034071827691E-02 a        12     0     1     1    12
 -6.3977041958832626E-01 a        13     0     1     1    13
  2.1313051406861003E+00 a        14     0     1     1    14
 -2.0345780048429121E+00 a        15     0     1     1    15
 -6.0238621734840896E-02 a        16     0     1     1    16
  9.2751456953302402E-01 a        17     0     1     1    17
 -1.4305812690640858E+00 a        18     0     1     1    18
 -1.2599913204914250E+00 a        19     0     1     1    19
  1.1211980544027060E+00 a        20     0     1     1    20
  3.1018658102333454E+00 a        21     0     2     1     1
  8.3292100140322090E-01 a        22     0     2     1     2
  2.3812950055718076E+00 a        23     0     2     1     3
 -2.1713726231348653E+00 a        24     0     2     1     4
  1.7645091820015590E+00 a        25     0     2     1     5
  1.3080910078000427E-01 a        26     0     2     1     6
 -3.8299992076203933E+00 a        27     0     2     1     7
  1.8468149048743234E+00 a        28     0     2     1     8
 -1.1232646679952739E-02 a        29     0     2     1     9
  2.7484741160914949E-01 a        30     0     2     1    10
  5.7418166177445495E-01 a        31     0     2     1    11
  3.9177721072783206E-01 a        32     0     2     1    12
  4.4903173143584808E-02 a        33     0     2     1    13
 -1.0707953125277743E+00 a        34     0     2     1    14
 -4.0069045127267557E+00 a        35     0     2     1    15
 -1.4525407711360352E+00 a        36     0     2     1    16
  7.3268414601300169E-01 a        37     0     2     1    17
 -8.6429489346890076E-01 a        38     0     2     1    18
  1.3877218556505908E+00 a        39     0     2     1    19
  1.4182523526367121E+00 a        40     0     2     1    20
 -9.1453106946522333E-01 a        41     0     3     1     1
  9.6247275707143376E-01 a        42     0     3     1     2
  2.9700158714855553E+00 a        43     0     3     1     3
  2.9538483920305897E-01 a        44     0     3     1     4
  1.3292376258487208E+00 a        45     0     3     1     5
  1.0200073302570067E+00 a        46     0     3     1     6
  9.4242713974445924E-01 a        47     0     3     1     7
  1.0278802180875801E+00 a        48     0     3     1     8
 -3.9532082233203103E-01 a        49     0     3     1     9
 -4.2490864460253706E+00 a        50     0     3     1    10
  1.2899705156398000E+00 a        51     0     3     1    11
 -1.9665580969394476E+00 a        52     0     3     1    12
 -2.8680654630338046E-02 a        53     0     3     1    13
 -2.5418518920954516E+00 a        54     0     3     1    14
 -1.1905121813450523E+00 a        55     0     3     1    15
  5.9434873330029492E-01 a        56     0     3     1    16
  5.5978857020735448E-02 a        57     0     3     1    17
 -1.2705479671565241E+00 a        58     0     3     1    18
  9.8151611117640181E-01 a        59     0     3     1    19
 -4.5944382110704907E-01 a        60     0     3     1    20
  8.2325219968170238E-01 a        61     0     4     1     1
  5.9688457286975960E-01 a        62     0     4     1     2
  7.0415200143348555E-01 a        63     0     4     1     3
  9.2205993836660394E-01 a        64     0     4     1     4
  2.4610132203315527E-01 a        65     0     4     1     5
 -8.8086871547424850E-01 a        66     0     4     1     6
 -4.0532251209213257E+00 a        67     0     4     1     7
 -1.6644474111451908E+00 a        68     0     4     1     8
 -2.3125191010077670E+00 a        69     0     4     1     9
 -9.7435036415645460E-01 a        70     0     4     1    10
  1.9456670050709235E-01 a        71     0     4     1    11
 -2.5862224327640654E-01 a        72     0     4     1    12
  1.5230920303139792E+00 a        73     0     4     1    13
  4.5515201452178422E-01 a        74     0     4     1    14
 -2.8171922868912898E+00 a        75     0     4     1    15
  8.3899592298699133E-01 a        76     0     4     1    16
 -7.4102730621949564E-01 a        77     0     4     1    17
  3.0725647501821624E-01 a        78     0     4     1    18
 -1.9488264418938643E+00 a        79     0     4     1    19
 -5.8432632695036713E-01 a        80     0     4     1    20
  6.5368541384258338E-01 a        81     0     5     1     1
 -5.8604891098712120E-01 a        82     0     5     1     2
  3.7421045166544538E+00 a        83     0     5     1     3
  2.7996098028955574E+00 a        84     0     5     1     4
  3.0352794583538695E-01 a        85     0     5     1     5
 -2.8797155888637865E-01 a        86     0     5     1     6
  3.3470136351640389E-01 a        87     0     5     1     7
 -3.5324895647905330E-01 a        88     0     5     1     8
 -7.8592203771436953E-01 a        89     0     5     1     9
 -9.5976940129952215E-01 a        90     0     5     1    10
  1.0025070042079740E+00 a        91     0     5     1    11
 -3.8449808361093405E+00 a        92     0     5     1    12
 -1.2163099511253841E+00 a        93     0     5     1    13
 -1.4477823571712893E+00 a        94     0     5     1    14
  5.0647020673721876E-01 a        95     0     5     1    15
  1.5501012421726279E+00 a        96     0     5     1    16
 -9.5139861291784977E-01 a        97     0     5     1    17
 -3.7893387822571684E-01 a        98     0     5     1    18
 -6.8808638372689312E-01 a        99     0     5     1    19
 -1.4529112474600847E-01 a       100     0     5     1    20
 -9.4262456110041226E-01 a       101     0     6     1     1
 -3.6117614682028658E+00 a       102     0     6     1     2
 -1.4845578630307672E+00 a       103     0     6     1     3
  2.3267965393241345E+00 a       104     0     6     1     4
 -1.6539014350001648E+00 a       105     0     6     1     5
 -6.6692656147670981E-01 a       106     0     6     1     6
  8.6405170097728223E-01 a       107     0     6     1     7
  7.9791348482565905E-01 a       108     0     6     1     8
  4.7825851539221126E-01 a       109     0     6     1     9
 -3.4011066281076224E-01 a       110     0     6     1    10
 -1.4718128004898496E+00 a       111     0     6     1    11
 -2.5987946752952986E+00 a       112     0     6     1    12
 -1.0804320695150167E+00 a       113     0     6     1    13
  3.3617106804642510E-01 a       114     0     6     1    14
  3.1901133447876306E-01 a       115     0     6     1    15
 -9.1642746309654766E-01 a       116     0     6     1    16
 -1.2945171831109215E+00 a       117     0     6     1    17
  5.0511004635061063E-01 a       118     0     6     1    18
  1.5918813928425561E+00 a       119     0     6     1    19
  7.6732393774558294E-01 a       120     0     6     1    20
  1.3861573531995999E+00 a       121     0     7     1     1
 -1.8867097220620090E+00 a       122     0     7     1     2
 -1.1569658964734215E+00 a       123     0     7     1     3
 -1.3360958467429160E+00 a       124     0     7     1     4
 -3.5033213634655830E-01 a       125     0     7     1     5
  1.1540689562456117E+00 a       126     0     7     1     6
 -1.5901120109262739E+00 a       127     0     7     1     7
  2.4116403036827290E+00 a       128     0     7     1     8
  1.5325542727642749E+00 a       129     0     7     1     9
 -2.7224822220331757E+00 a       130     0     7     1    10
  3.7713846024632423E+00 a       131     0     7     1    11
 -1.0018903120598948E+00 a       132     0     7     1    12
  1.0083386451177716E+00 a       133     0     7     1    13
 -1.4289205683116530E+00 a       134     0     7     1    14
 -3.2985222180449936E-01 a       135     0     7     1    15
  1.8427014067230858E+00 a       136     0     7     1    16
  1.0385444362050151E+00 a       137     0     7     1    17
  2.2646667570517545E-01 a       138     0     7     1    18
 -2.8977883091866907E+00 a       139     0     7     1    19
 -6.6531638587728970E-01 a       140     0     7     1    20
 -5.2651820407064553E-01 a       141     0     8     1     1
  4.4892602345477089E-01 a       142     0     8     1     2
 -2.3044224734890308E+00 a       143     0     8     1     3
  5.5389694817000237E+00 a       144     0     8     1     4
  2.2125327995054711E+00 a       145     0     8     1     5
  4.2252656398186428E-01 a       146     0     8     1     6
 -1.2642728750632541E+00 a       147     0     8     1     7
 -1.2740062211386876E+00 a       148     0     8     1     8
 -1.6710016843789490E+00 a       149     0     8     1     9
  1.1226896357757945E-02 a       150     0     8     1    10
  1.0758159291660818E-01 a       151     0     8     1    11
  5.0414110370276755E-01 a       152     0     8     1    12
 -4.2362997250487100E-01 a       153     0     8     1    13
 -2.5419491919755877E+00 a       154     0     8     1    14
 -3.4010801614637440E+00 a       155     0     8     1    15
  5.2890012356033256E-01 a       156     0     8     1    16
 -1.5187149841559380E+00 a       157     0     8     1    17
  1.6980357871059297E+00 a       158     0     8     1    18
  3.8653216317668022E+00 a       159     0     8     1    19
 -1.5544910192373231E+00 a       160     0     8     1    20
  6.8737290239228099E-01 a       161     0     9     1     1
 -1.5926675771405756E+00 a       162     0     9     1     2
  4.0995501472697321E-01 a       163     0     9     1     3
 -1.8944840164051122E+00 a       164     0     9     1     4
  2.5155919029515563E+00 a       165     0     9     1     5
  1.0674513696202157E+00 a       166     0     9     1     6
 -1.2268973839885442E+00 a       167     0     9     1     7
 -3.9790453721048127E-02 a       168     0     9     1     8
 -1.0707910663410443E+00 a       169     0     9     1     9
 -1.8888481071432317E+00 a       170     0     9     1    10
  8.7668933638110569E-01 a       171     0     9     1    11
  1.1857660586179634E-01 a       172     0     9     1    12
  8.4141804631148320E-01 a       173     0     9     1    13
 -8.2194232260648259E-02 a       174     0     9     1    14
 -7.8561306980537027E-01 a       175     0     9     1    15
 -1.0669484519958454E+00 a       176     0     9     1    16
  1.3767751359795390E+00 a       177     0     9     1    17
 -1.2788535451643239E+00 a       178     0     9     1    18
 -1.6894067122289600E+00 a       179     0     9     1    19
 -2.0130000929829284E+00 a       180     0     9     1    20
  7.0268142964264568E-01 a       181     0    10     1     1
  1.3650900353824564E+00 a       182     0    10     1     2
  1.5020169893807849E+00 a       183     0    10     1     3
  2.2486416366898152E+00 a       184     0    10     1     4
 -9.4203208760994139E-01 a       185     0    10     1     5
  2.3031584249070305E-01 a       186     0    10     1     6
  4.4164818603746392E-01 a       187     0    10     1     7
  1.5248747423121554E+00 a       188     0    10     1     8
  1.5042812163999912E+00 a       189     0    10     1     9
 -4.1959363474560879E-01 a       190     0    10     1    10
 -1.4849995614637328E+00 a       191     0    10     1    11
 -4.4652577404659877E-01 a       192     0    10     1    12
 -2.7819027427074200E-01 a       193     0    10     1    13
 -2.7055801442566976E+00 a       194     0    10     1    14
  4.0358529451406389E-01 a       195     0    10     1    15
  4.1285737355158653E-01 a       196     0    10     1    16
  5.1389784818170881E-01 a       197     0    10     1    17
 -4.0998069373145807E-01 a       198     0    10     1    18
  1.2727365209263384E+00 a       199     0    10     1    19
 -1.5050950052868284E+00 a       200     0    10     1    20
 -2.0377168009507018E+00 a       201     0    11     1     1
  1.7057348221070188E+00 a       202     0    11     1     2
 -8.3265310542487581E-01 a       203     0    11     1     3
 -1.9663373060416713E+00 a       204     0    11     1     4
 -1.0536843415330577E+00 a       205     0    11     1     5
  1.1096082765944373E+00 a       206     0    11     1     6
 -5.8271427109561813E-01 a       207     0    11     1     7
  2.4100707964897468E+00 a       208     0    11     1     8
  1.4907476078293519E-01 a       209     0    11     1     9
 -1.2239434348702463E+00 a       210     0    11     1    10
  1.1204047532181813E+00 a       211     0    11     1    11
  3.1059371664280905E-01 a       212     0    11     1    12
 -3.5141710002725934E-01 a       213     0    11     1    13
 -5.6743937843439052E-01 a       214     0    11     1    14
  4.2086542701847085E-01 a       215     0    11     1    15
  2.8216736741576168E-02 a       216     0    11     1    16
 -1.2611190230785965E+00 a       217     0    11     1    17
  5.0202803077501545E-01 a       218     0    11     1    18
 -3.9428727101432890E+00 a       219     0    11     1    19
  2.0239720753073547E+00 a       220     0    11     1    20
 -7.5780803968030108E-01 a       221     0    12     1     1
 -1.0001615539600213E+00 a       222     0    12     1     2
  1.5669610561663891E+00 a       223     0    12     1     3
  2.9320455333920126E-02 a       224     0    12     1     4
 -1.8502679165795057E+00 a       225     0    12     1     5
 -2.0480913805985446E+00 a       226     0    12     1     6
  1.3471335152428313E-01 a       227     0    12     1     7
 -4.5506628734316407E-01 a       228     0    12     1     8
  1.3346402269363897E-01 a       229     0    12     1     9
 -1.0301501158283572E+00 a       230     0    12     1    10
 -6.0676830293150374E-01 a       231     0    12     1    11
 -5.0134700638041463E-01 a       232     0    12     1    12
  3.5337826514082321E-01 a       233     0    12     1    13
  1.7031556584388381E+00 a       234     0    12     1    14
 -6.0450102200017808E-01 a       235     0    12     1    15
  2.6457262793349412E-01 a       236     0    12     1    16
 -6.9168084627199000E-01 a       237     0    12     1    17
 -1.8696312197135661E+00 a       238     0    12     1    18
  1.3842454952939134E+00 a       239     0    12     1    19
  6.7727844567811613E-02 a       240     0    12     1    20
  5.2199056269491251E-01 a       241     0    13     1     1
  2.2170629543799416E+00 a       242     0    13     1     2
  6.3327457264107367E-01 a       243     0    13     1     3
  1.4456367100183631E+00 a       244     0    13     1     4
 -1.2709364660912053E+00 a       245     0    13     1     5
 -1.0896331770727719E+00 a       246     0    13     1     6
 -2.9206768949499873E-01 a       247     0    13     1     7
  6.5603650041489658E-02 a       248     0    13     1     8
  6.7533719335158771E-01 a       249     0    13     1     9
  1.4713286309365703E+00 a       250     0    13     1    10
 -6.9719812150827676E-02 a       251     0    13     1    11
 -8.2859509434882284E-01 a       252     0    13     1    12
  3.9255738441833826E-01 a       253     0    13     1    13
