################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.1300794664196825E-01 a         1     0     1     1     1
  2.2519593793019752E-01 a         2     0     1     1     2
  9.9657348306911020E-01 a         3     0     1     1     3
  5.3707399186226634E-01 a         4     0     1     1     4
  4.8602603400495170E-01 a         5     0     1     1     5
  1.0523249151286638E+00 a         6     0     1     1     6
 -2.1154648574184998E-01 a         7     0     1     1     7
  1.0977214607282687E-01 a         8     0     1     1     8
  1.8307770968229767E-01 a         9     0     1     1     9
  3.8727463533074047E-01 a        10     0     1     1    10
 -8.1155712970839600E-01 a        11     0     1     1    11
 -1.7916524255391206E-01 a        12     0     1     1    12
  9.2376202299311413E-02 a        13     0     1     1    13
  2.6733019839941647E+00 a        14     0     1     1    14
  5.1349088661537323E-01 a        15     0     1     1    15
 -1.4631076346046619E+00 a        16     0     1     1    16
 -3.5537276854714428E-01 a        17     0     1     1    17
 -1.7261329895732507E+00 a        18     0     1     1    18
  1.8350603193152193E+00 a        19     0     1     1    19
  6.1962423304579251E-01 a        20     0     1     1    20
 -9.7149252064714775E-01 a        21     0     2     1     1
 -3.8473157733815677E-01 a        22     0     2     1     2
  1.0894891398427835E+00 a        23     0     2     1     3
  1.0827883829425120E+00 a        24     0     2     1     4
 -1.5879487057339776E+00 a        25     0     2     1     5
  2.2385452578368601E+00 a        26     0     2     1     6
  9.4930198414631217E-01 a        27     0     2     1     7
 -4.3176648936781253E-01 a        28     0     2     1     8
 -2.0584566284342376E+00 a        29     0     2     1     9
 -7.5076694740361660E-01 a        30     0     2     1    10
 -1.8418686467406777E+00 a        31     0     2     1    11
 -2.1638658943211957E+00 a        32     0     2     1    12
  1.4669842205942185E-01 a        33     0     2     1    13
 -6.7547008863731750E-01 a        34     0     2     1    14
