################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.8159699655283223E+01 a         1     0     1     1     1
  7.9976731325122019E+00 a         2     0     1     1     2
 -1.4763533571747294E+01 a         3     0     1     1     3
  1.5527740321630512E+01 a         4     0     1     1     4
 -1.2698346144388520E+01 a         5     0     1     1     5
 -5.0162026715309143E+00 a         6     0     1     1     6
  8.3060291697129784E+00 a         7     0     1     1     7
  7.0511031047311539E+00 a         8     0     1     1     8
 -2.1586325691089574E+01 a         9     0     1     1     9
  5.5660924054137553E+00 a        10     0     1     1    10
  9.0066997671909377E+00 a        11     0     1     1    11
  8.2255167656636861E+00 a        12     0     1     1    12
 -1.2139091071501994E+01 a        13     0     1     1    13
  1.7861742611192901E+00 a        14     0     1     1    14
  2.1163153579347089E+01 a        15     0     1     1    15
 -4.5232966049898309E+00 a        16     0     1     1    16
 -1.4564734454896500E+00 a        17     0     1     1    17
 -3.0047286159591331E+00 a        18     0     1     1    18
  1.4782346184012973E+00 a        19     0     1     1    19
  1.8405895807785985E+01 a        20     0     1     1    20
 -5.4761038495365399E+00 a        21     0     2     1     1
 -8.0903831293334683E-01 a        22     0     2     1     2
 -1.2037668845350793E+00 a        23     0     2     1     3
 -2.3379476893461546E+00 a        24     0     2     1     4
 -7.5519495672794861E+00 a        25     0     2     1     5
  5.8440697083817401E+00 a        26     0     2     1     6
 -1.0539131648314587E+01 a        27     0     2     1     7
  6.0042843153970065E+00 a        28     0     2     1     8
  2.8658334132275236E+00 a        29     0     2     1     9
 -2.8834652575292746E-01 a        30     0     2     1    10
  7.0833580088200252E+00 a        31     0     2     1    11
  3.7741059498919776E+00 a        32     0     2     1    12
  8.8738807427493782E+00 a        33     0     2     1    13
 -3.2082398145590583E+00 a        34     0     2     1    14
 -1.0057563269962019E+01 a        35     0     2     1    15
  3.0812107641764426E+00 a        36     0     2     1    16
 -8.8382721529307133E+00 a        37     0     2     1    17
  2.8352514671939302E+00 a        38     0     2     1    18
  1.4209932168104400E+01 a        39     0     2     1    19
 -8.6036453560890944E+00 a        40     0     2     1    20
  1.3175436819564442E+01 a        41     0     3     1     1
 -2.1613348062146866E+01 a        42     0     3     1     2
  1.3118121434306543E+01 a        43     0     3     1     3
 -7.3853339382569825E+00 a        44     0     3     1     4
  1.0691800569334095E+01 a        45     0     3     1     5
 -9.8647163176058594E+00 a        46     0     3     1     6
 -1.6687247277186607E+01 a        47     0     3     1     7
 -2.5419666448700911E+00 a        48     0     3     1     8
  2.7232285841954123E+01 a        49     0     3     1     9
  1.1127504764233286E+01 a        50     0     3     1    10
  5.3628605474835656E+00 a        51     0     3     1    11
 -4.9172162910097716E+00 a        52     0     3     1    12
  5.0729291779485548E+00 a        53     0     3     1    13
  1.8215508290727218E+01 a        54     0     3     1    14
 -2.5612309467133816E+01 a        55     0     3     1    15
  2.2031699291102673E+00 a        56     0     3     1    16
  1.6956747836735113E+00 a        57     0     3     1    17
 -1.3373499686447509E+01 a        58     0     3     1    18
 -2.1960599541389701E+01 a        59     0     3     1    19
  1.2181546419052414E+00 a        60     0     3     1    20
 -1.0100627639911279E+01 a        61     0     4     1     1
  1.9278812546240225E+01 a        62     0     4     1     2
 -7.9008521921126675E+00 a        63     0     4     1     3
 -1.8488773062569559E+00 a        64     0     4     1     4
  2.5743428213693761E+01 a        65     0     4     1     5
  3.7271887409425797E+00 a        66     0     4     1     6
  3.2501309826542126E+01 a        67     0     4     1     7
 -6.5709914375701759E+00 a        68     0     4     1     8
 -8.1821212804180696E+00 a        69     0     4     1     9
 -8.2083119885379574E+00 a        70     0     4     1    10
  3.1887746271733781E+00 a        71     0     4     1    11
  7.0471966132401004E-02 a        72     0     4     1    12
  1.5349300656019702E+00 a        73     0     4     1    13
  1.3130233848804536E+00 a        74     0     4     1    14
  9.8066297652280596E+00 a        75     0     4     1    15
 -4.5205023260531432E+00 a        76     0     4     1    16
  1.5038460487603833E+01 a        77     0     4     1    17
 -1.5693744453291618E+01 a        78     0     4     1    18
 -5.9056090678883599E+00 a        79     0     4     1    19
 -9.2159125719789543E+00 a        80     0     4     1    20
 -8.2655485512860896E+00 a        81     0     5     1     1
 -1.1469695984847597E+01 a        82     0     5     1     2
  2.0628595885499217E+00 a        83     0     5     1     3
