################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -8.8048321503299114E+00 a         1     0     1     1     1
  6.2738844596938765E+00 a         2     0     1     1     2
 -5.0485805472222269E+00 a         3     0     1     1     3
  7.9646242173442010E+00 a         4     0     1     1     4
  7.6264182541678274E+00 a         5     0     1     1     5
  4.5084447117016424E+00 a         6     0     1     1     6
  8.3715083978983280E+00 a         7     0     1     1     7
  1.4286596970347926E+01 a         8     0     1     1     8
  5.2919270712230579E+00 a         9     0     1     1     9
  1.1378451387633364E+01 a        10     0     1     1    10
 -1.0075247927433431E+00 a        11     0     1     1    11
  3.5055006672112121E+00 a        12     0     1     1    12
  2.1392556045783144E+00 a        13     0     1     1    13
 -1.0557070800582405E+01 a        14     0     1     1    14
  1.2588970191908140E+00 a        15     0     1     1    15
  1.1538896913085527E+01 a        16     0     1     1    16
  4.4390897332726489E+00 a        17     0     1     1    17
 -1.1306256910406539E+01 a        18     0     1     1    18
  1.0346860081024211E+01 a        19     0     1     1    19
  4.9194098217267801E-01 a        20     0     1     1    20
 -1.1473929592425074E+01 a        21     0     2     1     1
 -6.5230687410713353E+00 a        22     0     2     1     2
  5.3892313279987247E+00 a        23     0     2     1     3
  3.9565759592910470E+00 a        24     0     2     1     4
 -1.1566570534431337E+01 a        25     0     2     1     5
  2.8464990946020734E+00 a        26     0     2     1     6
 -5.7274161745705747E+00 a        27     0     2     1     7
  3.2274976544803917E+00 a        28     0     2     1     8
 -7.9346576467478274E+00 a        29     0     2     1     9
 -2.0111159535073469E+01 a        30     0     2     1    10
  1.3326771393315303E+01 a        31     0     2     1    11
  6.3025747318984351E+00 a        32     0     2     1    12
  1.8132269960498244E+00 a        33     0     2     1    13
  5.0985934085888580E+00 a        34     0     2     1    14
  6.6640169793543391E+00 a        35     0     2     1    15
  1.2118283717486872E+01 a        36     0     2     1    16
  1.0355455554722823E+01 a        37     0     2     1    17
  1.7372648310349067E+01 a        38     0     2     1    18
 -1.2974113389502200E+01 a        39     0     2     1    19
  2.4339436906476951E+01 a        40     0     2     1    20
 -2.7311071350957885E+00 a        41     0     3     1     1
  8.9526565538638163E+00 a        42     0     3     1     2
  2.0776217672326492E+01 a        43     0     3     1     3
 -5.2191356202742796E+00 a        44     0     3     1     4
 -3.1549345743296069E+00 a        45     0     3     1     5
 -7.7243281006648319E+00 a        46     0     3     1     6
 -1.0205332487757198E+01 a        47     0     3     1     7
 -9.5829340976035677E+00 a        48     0     3     1     8
 -1.1361443071785326E+01 a        49     0     3     1     9
  1.8162208287649079E+01 a        50     0     3     1    10
  5.0717266643280317E+00 a        51     0     3     1    11
  4.0976709865773353E+00 a        52     0     3     1    12
  5.2327117607610800E+00 a        53     0     3     1    13
