################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.5619369784418140E+00 a         1     0     1     1     1
  7.2487886334507756E+00 a         2     0     1     1     2
  1.1695697053273225E+01 a         3     0     1     1     3
 -1.6120830793611909E+00 a         4     0     1     1     4
  7.5272336545592680E+00 a         5     0     1     1     5
 -1.0277139710755069E+01 a         6     0     1     1     6
  1.8747490033581343E+01 a         7     0     1     1     7
  1.4166823717247663E+00 a         8     0     1     1     8
  3.8606128561988089E+00 a         9     0     1     1     9
  1.2274376256682669E+00 a        10     0     1     1    10
  5.3002453772086806E+00 a        11     0     1     1    11
  1.7362899025162590E+00 a        12     0     1     1    12
 -8.5572549913618579E-01 a        13     0     1     1    13
  2.0753529688529788E+01 a        14     0     1     1    14
  1.2181635274112144E+00 a        15     0     1     1    15
 -7.2897287189900464E+00 a        16     0     1     1    16
  5.2376537271297918E+00 a        17     0     1     1    17
 -1.7044281660244895E+01 a        18     0     1     1    18
 -1.8388290992896223E+01 a        19     0     1     1    19
  6.7246382635332198E+00 a        20     0     1     1    20
  4.9283587434077952E-01 a        21     0     2     1     1
 -6.2853141008695816E+00 a        22     0     2     1     2
  5.6753996180832544E+00 a        23     0     2     1     3
 -8.9399782449743732E+00 a        24     0     2     1     4
 -3.5962294553326348E+00 a        25     0     2     1     5
 -4.1635464991572242E+00 a        26     0     2     1     6
 -1.1128211861208687E+01 a        27     0     2     1     7
 -5.9635075460899822E-01 a        28     0     2     1     8
  9.6021262915412120E-01 a        29     0     2     1     9
  9.6164586043148521E+00 a        30     0     2     1    10
 -8.8592815989999796E+00 a        31     0     2     1    11
  9.5135711952721846E-01 a        32     0     2     1    12
  4.1068203858349528E-02 a        33     0     2     1    13
 -2.6138338703437216E+00 a        34     0     2     1    14
  7.5797505845588544E+00 a        35     0     2     1    15
 -4.8260113350670322E+00 a        36     0     2     1    16
 -1.0404975066016503E+01 a        37     0     2     1    17
  2.7233878991585372E+00 a        38     0     2     1    18
  9.9468174038851416E+00 a        39     0     2     1    19
  7.3091340648766296E+00 a        40     0     2     1    20
  3.1003025893150626E+00 a        41     0     3     1     1
  1.4794054209661098E+01 a        42     0     3     1     2
 -1.7290480521629028E+01 a        43     0     3     1     3
  6.7041482909416006E+00 a        44     0     3     1     4
  1.9783740741734515E+00 a        45     0     3     1     5
  3.5824506480198752E+00 a        46     0     3     1     6
 -1.0234975430459134E+01 a        47     0     3     1     7
  4.6138661866099486E+00 a        48     0     3     1     8
 -7.5962066020201675E+00 a        49     0     3     1     9
 -1.2374170406621216E+01 a        50     0     3     1    10
 -9.3823082793019275E+00 a        51     0     3     1    11
 -3.3733613321877027E+00 a        52     0     3     1    12
  8.2554058091509717E+00 a        53     0     3     1    13
 -2.3922648500135488E+00 a        54     0     3     1    14
 -1.2794582830351334E+01 a        55     0     3     1    15
 -8.2745558523795470E-01 a        56     0     3     1    16
  7.6542006125763926E+00 a        57     0     3     1    17
  1.5042141905811283E+01 a        58     0     3     1    18
  1.9334641410502197E+01 a        59     0     3     1    19
  3.2920223135530615E+00 a        60     0     3     1    20
  4.2514233481153854E+00 a        61     0     4     1     1
  2.0070565826041561E-01 a        62     0     4     1     2
 -9.5371785457661531E+00 a        63     0     4     1     3
  1.0645334147175358E+01 a        64     0     4     1     4
  7.5519929193905195E+00 a        65     0     4     1     5
  2.0885714332075406E+01 a        66     0     4     1     6
  1.0285250957314696E+01 a        67     0     4     1     7
  1.0929859782820128E+00 a        68     0     4     1     8
  5.9052644621993959E+00 a        69     0     4     1     9
 -2.1086161649560498E+01 a        70     0     4     1    10
  3.8986124713143226E+00 a        71     0     4     1    11
 -1.2606616309564060E+00 a        72     0     4     1    12
 -1.8448921893256189E+00 a        73     0     4     1    13
  8.1974858954199714E+00 a        74     0     4     1    14
  9.6455416551444664E+00 a        75     0     4     1    15
  1.7604596173401198E+01 a        76     0     4     1    16
  8.4489154380303901E+00 a        77     0     4     1    17
 -2.2066861149708750E+00 a        78     0     4     1    18
 -2.8771337279735829E+00 a        79     0     4     1    19
 -6.0347720253450863E+00 a        80     0     4     1    20
  7.4534215326785924E+00 a        81     0     5     1     1
  5.1139858912230129E-01 a        82     0     5     1     2
  3.8559127342286250E+00 a        83     0     5     1     3
 -5.9711949175781909E+00 a        84     0     5     1     4
 -4.2076517322681832E+00 a        85     0     5     1     5
  1.2421565904227146E+01 a        86     0     5     1     6
  3.1603677607828149E+00 a        87     0     5     1     7
 -2.1994608388422730E+01 a        88     0     5     1     8
 -1.6360725535247302E+00 a        89     0     5     1     9
  3.5947188053834664E+00 a        90     0     5     1    10
  6.4381664298506225E+00 a        91     0     5     1    11
  1.1918650546091698E+01 a        92     0     5     1    12
 -4.7592284020494393E+00 a        93     0     5     1    13
 -8.8422944446645735E-01 a        94     0     5     1    14
 -1.4363906682483673E+01 a        95     0     5     1    15
  1.7090887541109744E+01 a        96     0     5     1    16
 -1.4386871314294192E+01 a        97     0     5     1    17
 -1.3035484351331331E+01 a        98     0     5     1    18
  5.4789209564980457E-03 a        99     0     5     1    19
 -3.9997558940313005E+00 a       100     0     5     1    20
 -3.8726895524183784E+00 a       101     0     6     1     1
  2.2038807589004850E+01 a       102     0     6     1     2
  6.1162947375945542E+00 a       103     0     6     1     3
  5.3517217340230330E+00 a       104     0     6     1     4
 -7.3753969650870728E+00 a       105     0     6     1     5
 -2.4167386297199123E+01 a       106     0     6     1     6
 -8.7599496596268338E+00 a       107     0     6     1     7
  3.8736122263432105E+00 a       108     0     6     1     8
 -1.1191710412460376E+01 a       109     0     6     1     9
  4.9105720955650165E+00 a       110     0     6     1    10
 -2.0982269972573704E+01 a       111     0     6     1    11
 -3.2839610737295994E+00 a       112     0     6     1    12
 -2.4213059092677572E+01 a       113     0     6     1    13
 -1.7983956059038146E+01 a       114     0     6     1    14
  9.0421862786076481E+00 a       115     0     6     1    15
 -5.2129438044106047E-01 a       116     0     6     1    16
  1.8562825188644529E+00 a       117     0     6     1    17
 -7.0174896439283136E+00 a       118     0     6     1    18
 -1.6945883972164388E+01 a       119     0     6     1    19
 -5.0292439157675890E+00 a       120     0     6     1    20
  3.4332912202467032E+00 a       121     0     7     1     1
 -5.5082320247648857E+00 a       122     0     7     1     2
 -2.9196014359669769E+00 a       123     0     7     1     3
  2.8071689526515949E-02 a       124     0     7     1     4
  3.3530091659688370E+00 a       125     0     7     1     5
  1.7351460512493858E+01 a       126     0     7     1     6
  2.4150926746602289E-01 a       127     0     7     1     7
 -1.9341228244505198E+00 a       128     0     7     1     8
  6.0457997329979065E+00 a       129     0     7     1     9
  4.8467901997451666E+00 a       130     0     7     1    10
 -1.7423662368026907E+01 a       131     0     7     1    11
 -5.4958617069675180E+00 a       132     0     7     1    12
 -9.2495868054630570E+00 a       133     0     7     1    13
  9.6352760020314374E+00 a       134     0     7     1    14
  4.3126663047142921E+00 a       135     0     7     1    15
 -5.7237599896160365E+00 a       136     0     7     1    16
  8.0930164886219043E+00 a       137     0     7     1    17
  8.0470904408863753E+00 a       138     0     7     1    18
  9.3428420612702077E+00 a       139     0     7     1    19
  5.5521443791490510E+00 a       140     0     7     1    20
  4.0991472939343359E+00 a       141     0     8     1     1
  4.9562215370407072E+00 a       142     0     8     1     2
 -5.7240212578798202E+00 a       143     0     8     1     3
  8.1168327000520559E+00 a       144     0     8     1     4
  8.4779025669633370E+00 a       145     0     8     1     5
  9.9995986563257002E+00 a       146     0     8     1     6
  1.0926570561937135E+01 a       147     0     8     1     7
 -1.0579957259019000E+01 a       148     0     8     1     8
 -3.5856009292854889E+00 a       149     0     8     1     9
 -2.1645512121004007E+00 a       150     0     8     1    10
 -1.2712827792985054E+01 a       151     0     8     1    11
 -3.7155620129716453E+00 a       152     0     8     1    12
  1.8921345154341420E+01 a       153     0     8     1    13
  9.9334895409134720E+00 a       154     0     8     1    14
  3.4981119706082109E+00 a       155     0     8     1    15
  8.9000756459234633E+00 a       156     0     8     1    16
 -3.9508688016421032E+00 a       157     0     8     1    17
  3.0595322612808200E+00 a       158     0     8     1    18
 -7.3084282388435993E+00 a       159     0     8     1    19
 -8.9215952291595257E-01 a       160     0     8     1    20
  1.1051446914499969E+01 a       161     0     9     1     1
  4.2252907548044609E+00 a       162     0     9     1     2
  5.9635627797246942E+00 a       163     0     9     1     3
 -5.5874575139503149E+00 a       164     0     9     1     4
 -5.8546927343330610E+00 a       165     0     9     1     5
 -1.1768302913521913E+00 a       166     0     9     1     6
 -4.1757412972486785E+00 a       167     0     9     1     7
 -6.3835097956572961E-01 a       168     0     9     1     8
 -4.2062263762991119E+00 a       169     0     9     1     9
  1.5804116174376970E+00 a       170     0     9     1    10
 -7.3626358737281796E+00 a       171     0     9     1    11
  1.9767521597660016E+00 a       172     0     9     1    12
 -8.0025847513654297E-02 a       173     0     9     1    13
 -6.2792123751477291E+00 a       174     0     9     1    14
 -7.7861343764600264E+00 a       175     0     9     1    15
  9.4647469025092796E+00 a       176     0     9     1    16
 -1.5608146481605512E+01 a       177     0     9     1    17
 -4.0558849459689705E+00 a       178     0     9     1    18
 -5.6163726913839165E+00 a       179     0     9     1    19
  4.1737063153692331E+00 a       180     0     9     1    20
  4.8683562158799214E+00 a       181     0    10     1     1
 -1.4317364501303709E+00 a       182     0    10     1     2
  4.5637357693917640E+00 a       183     0    10     1     3
  1.1448501133598845E+00 a       184     0    10     1     4
  5.5561226628786118E+00 a       185     0    10     1     5
 -4.4185650885011949E+00 a       186     0    10     1     6
 -3.5084951268799611E+00 a       187     0    10     1     7
  1.3357081942291458E+00 a       188     0    10     1     8
  1.5335546139749423E+00 a       189     0    10     1     9
 -1.0232795312989957E+00 a       190     0    10     1    10
 -8.0085633751145693E+00 a       191     0    10     1    11
 -5.2995401574140528E+00 a       192     0    10     1    12
 -7.3980940256070511E+00 a       193     0    10     1    13
 -1.5384316992142177E+00 a       194     0    10     1    14
 -5.6860975005172794E+00 a       195     0    10     1    15
 -1.8468475268789341E+01 a       196     0    10     1    16
 -1.0308460009442036E-01 a       197     0    10     1    17
 -9.7216183166036951E-01 a       198     0    10     1    18
  7.8759694849517103E+00 a       199     0    10     1    19
 -1.5032052158169746E+00 a       200     0    10     1    20
 -6.7981218394340530E+00 a       201     0    11     1     1
 -5.8311795574917182E+00 a       202     0    11     1     2
  1.0049247461770567E+00 a       203     0    11     1     3
 -2.2389649792202242E-02 a       204     0    11     1     4
  2.1536424699374157E+00 a       205     0    11     1     5
  1.0453606286697406E+01 a       206     0    11     1     6
 -6.0908888620859658E-01 a       207     0    11     1     7
 -1.3114923886440438E+01 a       208     0    11     1     8
  2.0091340123211436E+00 a       209     0    11     1     9
  1.5585788671481506E+00 a       210     0    11     1    10
 -8.0857625215570703E+00 a       211     0    11     1    11
 -2.1734335025700453E+00 a       212     0    11     1    12
  2.5887968864667710E-01 a       213     0    11     1    13
  9.1742040939844713E+00 a       214     0    11     1    14
  8.2068643460266095E+00 a       215     0    11     1    15
  6.3131588948320836E+00 a       216     0    11     1    16
  1.3183301628510160E+01 a       217     0    11     1    17
  5.9178839589640053E-01 a       218     0    11     1    18
  5.1108421793751768E+00 a       219     0    11     1    19
 -4.9976177617745501E+00 a       220     0    11     1    20
  1.0055346422552354E+00 a       221     0    12     1     1
  3.8302403250127228E+00 a       222     0    12     1     2
 -1.8143769166050954E+00 a       223     0    12     1     3
 -4.0085430302313663E+00 a       224     0    12     1     4
  5.4605585303835911E+00 a       225     0    12     1     5
 -3.6250639037073875E+00 a       226     0    12     1     6
  7.3689724047454908E+00 a       227     0    12     1     7
  1.5802281344626645E+00 a       228     0    12     1     8
  9.1978263767934116E+00 a       229     0    12     1     9
 -9.9321375951553803E-01 a       230     0    12     1    10
  6.3646215586452941E+00 a       231     0    12     1    11
 -5.5987450582668163E+00 a       232     0    12     1    12
  3.7704602945290753E+00 a       233     0    12     1    13
 -8.6900043335645787E+00 a       234     0    12     1    14
 -1.0016031549879325E+00 a       235     0    12     1    15
 -3.3278674484807982E+00 a       236     0    12     1    16
 -1.6681491694101755E+00 a       237     0    12     1    17
 -1.4580382619067060E+00 a       238     0    12     1    18
 -8.8778737900591995E+00 a       239     0    12     1    19
 -2.8353809429443984E+00 a       240     0    12     1    20
  2.1017537905326481E+01 a       241     0    13     1     1
  3.0491539483104315E+00 a       242     0    13     1     2
 -9.7820620406833481E+00 a       243     0    13     1     3
 -3.2127650288519028E+01 a       244     0    13     1     4
  4.1880820291491705E-01 a       245     0    13     1     5
 -5.6620154663138134E-01 a       246     0    13     1     6
 -1.4549335330083368E+01 a       247     0    13     1     7
  2.6470169419452581E+01 a       248     0    13     1     8
  1.4153360207584257E+01 a       249     0    13     1     9
 -1.1501388619449751E+01 a       250     0    13     1    10
  3.6505813800713072E+00 a       251     0    13     1    11
 -1.4883341834514785E+00 a       252     0    13     1    12
 -9.4610097306060315E+00 a       253     0    13     1    13
  2.2237319772479665E+01 a       254     0    13     1    14
  3.7458107968386054E+00 a       255     0    13     1    15
  9.9078590442530263E+00 a       256     0    13     1    16
 -1.3400828583417573E+01 a       257     0    13     1    17
  2.2504759737179878E+00 a       258     0    13     1    18
 -2.0146173723579093E+01 a       259     0    13     1    19
 -4.8055517571514823E+00 a       260     0    13     1    20
  1.7299864176547390E+00 a       261     0    14     1     1
  2.7071225864817650E+00 a       262     0    14     1     2
 -7.0955240057181568E+00 a       263     0    14     1     3
 -9.3967443164366635E+00 a       264     0    14     1     4
  3.7138977097742552E+00 a       265     0    14     1     5
 -3.6461982926125742E+00 a       266     0    14     1     6
 -2.7988675221157617E+00 a       267     0    14     1     7
  4.2346710657629467E+00 a       268     0    14     1     8
  5.0621324074789058E+00 a       269     0    14     1     9
  2.0575092206602328E+00 a       270     0    14     1    10
  4.7803105929532697E+00 a       271     0    14     1    11
 -6.3949981348946994E-01 a       272     0    14     1    12
  1.6691958203046926E+00 a       273     0    14     1    13
 -5.4568870527421369E+00 a       274     0    14     1    14
 -4.9380251689938266E+00 a       275     0    14     1    15
  2.6560956389225145E+00 a       276     0    14     1    16
 -6.7444823817059492E+00 a       277     0    14     1    17
 -1.1846976290283946E+00 a       278     0    14     1    18
  1.7897761327290365E+00 a       279     0    14     1    19
  2.5899434920661685E-01 a       280     0    14     1    20
  1.0350451781713636E+01 a       281     0    15     1     1
 -1.7970178985178748E+01 a       282     0    15     1     2
  6.3782155415955177E+00 a       283     0    15     1     3
  7.4809243437519326E+00 a       284     0    15     1     4
  3.1831790976821801E+00 a       285     0    15     1     5
 -2.7987116029168475E+00 a       286     0    15     1     6
 -2.2671516412260657E+00 a       287     0    15     1     7
  1.5647574713988039E+00 a       288     0    15     1     8
 -1.1590817887021210E+01 a       289     0    15     1     9
  2.8868854981796208E+01 a       290     0    15     1    10
  2.8832227887417656E+00 a       291     0    15     1    11
 -1.5797461536895018E+01 a       292     0    15     1    12
  8.0211621396403887E-01 a       293     0    15     1    13
 -4.9326908208296061E+00 a       294     0    15     1    14
  8.9764261083646026E+00 a       295     0    15     1    15
  1.5336417751675380E+00 a       296     0    15     1    16
 -6.2253515594938899E-02 a       297     0    15     1    17
 -1.8818697430110941E+01 a       298     0    15     1    18
  8.0079067535142539E+00 a       299     0    15     1    19
  1.2141246004332643E+01 a       300     0    15     1    20
  4.8775259874233976E+00 a       301     0    16     1     1
 -8.0247882231691547E-02 a       302     0    16     1     2
 -6.4482806102593795E+00 a       303     0    16     1     3
 -1.0811558671061437E+01 a       304     0    16     1     4
  4.6357323573478206E+00 a       305     0    16     1     5
 -2.8580369065828890E+00 a       306     0    16     1     6
 -1.9625113541642425E+00 a       307     0    16     1     7
  7.3190654909836637E+00 a       308     0    16     1     8
  3.9091377156758234E+00 a       309     0    16     1     9
  1.9331587862732629E+00 a       310     0    16     1    10
  3.8719111337402716E+00 a       311     0    16     1    11
  5.1836232732632777E+00 a       312     0    16     1    12
  8.3288623172718630E+00 a       313     0    16     1    13
 -1.0040986868682564E+01 a       314     0    16     1    14
 -3.8678861289288875E+00 a       315     0    16     1    15
  1.7672119471699284E+00 a       316     0    16     1    16
 -4.3793621017921023E+00 a       317     0    16     1    17
  5.7343172808203768E-01 a       318     0    16     1    18
  4.8318814266897131E-01 a       319     0    16     1    19
  1.0907893256586019E+00 a       320     0    16     1    20
 -2.0394869531459968E+01 a       321     0    17     1     1
 -2.4944846077607554E+00 a       322     0    17     1     2
  3.4710799498066192E+00 a       323     0    17     1     3
 -8.7636632982856355E+00 a       324     0    17     1     4
  6.0450334223047397E+00 a       325     0    17     1     5
 -4.9786771885745162E+00 a       326     0    17     1     6
  5.2469284837580501E+00 a       327     0    17     1     7
 -6.9652861095178853E+00 a       328     0    17     1     8
  1.7183276336952009E+01 a       329     0    17     1     9
  2.0511122285841186E+01 a       330     0    17     1    10
 -2.4483741697423946E+00 a       331     0    17     1    11
  1.2956344984699373E+00 a       332     0    17     1    12
 -7.3469971316600606E+00 a       333     0    17     1    13
  9.8469275032319992E+00 a       334     0    17     1    14
  1.4183196887189224E+01 a       335     0    17     1    15
 -1.2899648945457907E+01 a       336     0    17     1    16
  3.7190145703114004E+00 a       337     0    17     1    17
 -5.1896071998417508E+00 a       338     0    17     1    18
 -4.8130075025709420E+00 a       339     0    17     1    19
 -7.6079723695021242E+00 a       340     0    17     1    20
 -3.2130996431712227E+01 a       341     0    18     1     1
  7.7023612528867658E-01 a       342     0    18     1     2
  8.9107951240078673E+00 a       343     0    18     1     3
  5.4847734674065016E+00 a       344     0    18     1     4
  7.5531182379023418E+00 a       345     0    18     1     5
 -1.0217294333524528E+01 a       346     0    18     1     6
 -9.2017811473084414E+00 a       347     0    18     1     7
 -2.3356702993779219E+01 a       348     0    18     1     8
  6.7354937010061047E+00 a       349     0    18     1     9
  8.9414845952643933E+00 a       350     0    18     1    10
  5.1953072531871420E+00 a       351     0    18     1    11
 -2.6994934663271831E+01 a       352     0    18     1    12
 -1.7821955638179560E+01 a       353     0    18     1    13
  4.1190247637389721E+00 a       354     0    18     1    14
 -4.9808116084161913E+00 a       355     0    18     1    15
 -1.1572651081462487E+01 a       356     0    18     1    16
 -1.4070032889322473E+01 a       357     0    18     1    17
  2.7978043232506135E+01 a       358     0    18     1    18
  1.0457414299867176E+01 a       359     0    18     1    19
  2.0521332163207568E+01 a       360     0    18     1    20
  1.5415867462315241E+01 a       361     0    19     1     1
 -1.6559175565536801E+01 a       362     0    19     1     2
 -1.0259491885103096E+00 a       363     0    19     1     3
 -2.3510464163448130E+01 a       364     0    19     1     4
  6.1468509543769345E+00 a       365     0    19     1     5
 -4.4994590203997822E+00 a       366     0    19     1     6
  1.3068032304903671E+01 a       367     0    19     1     7
  1.7457998919345407E+01 a       368     0    19     1     8
 -1.1812324992032732E+01 a       369     0    19     1     9
 -1.4138994689314064E+01 a       370     0    19     1    10
  4.4559926633709779E+00 a       371     0    19     1    11
  6.8836493101000651E-01 a       372     0    19     1    12
  7.0165457305749133E+00 a       373     0    19     1    13
 -1.4644645889753420E+01 a       374     0    19     1    14
  6.4590014962448572E-01 a       375     0    19     1    15
 -4.5414210107700050E+01 a       376     0    19     1    16
  4.3016125350259387E+00 a       377     0    19     1    17
  4.7213459571552869E+00 a       378     0    19     1    18
 -2.4289576269273292E+00 a       379     0    19     1    19
 -1.0143572459604703E+01 a       380     0    19     1    20
  1.0309758291559291E+01 a       381     0    20     1     1
  3.2214532404213375E-01 a       382     0    20     1     2
 -2.5508807083695197E+00 a       383     0    20     1     3
 -1.8660830095321550E+01 a       384     0    20     1     4
 -2.9306508540409094E+01 a       385     0    20     1     5
  1.1479816993054285E+01 a       386     0    20     1     6
  3.6360257171548422E+00 a       387     0    20     1     7
 -1.4509433439705717E+01 a       388     0    20     1     8
  2.1387049172990031E+00 a       389     0    20     1     9
 -1.6791563836884610E+01 a       390     0    20     1    10
  3.4771170351307523E+00 a       391     0    20     1    11
  1.4615137730854689E+01 a       392     0    20     1    12
