################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.7413691738657959E+00 a         1     0     1     1     1
 -2.9377059029319965E+00 a         2     0     1     1     2
 -3.1793496966943091E-01 a         3     0     1     1     3
 -2.7332702634923134E-01 a         4     0     1     1     4
 -7.2067285632246203E-01 a         5     0     1     1     5
 -5.3056140416408451E-02 a         6     0     1     1     6
  6.0167349615325549E-01 a         7     0     1     1     7
  2.3936197952400646E+00 a         8     0     1     1     8
 -1.0503225120501056E+00 a         9     0     1     1     9
  4.0250257721356333E-02 a        10     0     1     1    10
 -1.1495422279656029E-02 a        11     0     1     1    11
 -3.0852787929556397E-01 a        12     0     1     1    12
  1.8545319129327370E-01 a        13     0     1     1    13
 -2.4852171124694395E+00 a        14     0     1     1    14
  1.5702570966996372E+00 a        15     0     1     1    15
  1.3470472739879897E+00 a        16     0     1     1    16
 -6.4020662356872549E-01 a        17     0     1     1    17
 -1.2819189833272690E-01 a        18     0     1     1    18
 -1.2238648216417720E+00 a        19     0     1     1    19
 -1.9379683373863539E+00 a        20     0     1     1    20
  2.0774285380539594E+00 a        21     0     2     1     1
  3.4972858244377956E+00 a        22     0     2     1     2
  3.8480502803730174E+00 a        23     0     2     1     3
  8.8775428456857064E-01 a        24     0     2     1     4
  3.8614526986982933E+00 a        25     0     2     1     5
 -9.4312089553392686E-01 a        26     0     2     1     6
 -1.7696527976288099E+00 a        27     0     2     1     7
 -1.6332951683264905E+00 a        28     0     2     1     8
  1.8807334275649563E+00 a        29     0     2     1     9
  2.0104203494487632E-01 a        30     0     2     1    10
 -2.6198309001197218E+00 a        31     0     2     1    11
 -1.2030633294605074E-02 a        32     0     2     1    12
 -2.2550176254486471E+00 a        33     0     2     1    13
 -2.6076280074587932E+00 a        34     0     2     1    14
  1.9222945087031904E+00 a        35     0     2     1    15
  1.4259878155249619E+00 a        36     0     2     1    16
  2.3209341326287486E-01 a        37     0     2     1    17
 -6.5140684437883889E-01 a        38     0     2     1    18
  4.4754274305313970E+00 a        39     0     2     1    19
 -1.8159944021208924E-01 a        40     0     2     1    20
 -9.7745690583316569E-01 a        41     0     3     1     1
  6.1194735456155647E-01 a        42     0     3     1     2
 -7.1854541752980783E-01 a        43     0     3     1     3
