################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -7.2421129488596900E+00 a         1     0     1     1     1
  8.7408079814883237E+00 a         2     0     1     1     2
 -4.2815313545786369E+00 a         3     0     1     1     3
  1.0246222810795143E+01 a         4     0     1     1     4
 -2.7811773146837746E+00 a         5     0     1     1     5
  6.1915887159019656E+00 a         6     0     1     1     6
  3.7310273600512267E+00 a         7     0     1     1     7
 -4.4613919206189519E-02 a         8     0     1     1     8
  9.0199909387679345E+00 a         9     0     1     1     9
 -1.5582542042178962E+00 a        10     0     1     1    10
 -4.9637240034297356E+00 a        11     0     1     1    11
 -4.1586517046942451E+00 a        12     0     1     1    12
  3.2940995510471067E+00 a        13     0     1     1    13
 -1.2568085299002297E+01 a        14     0     1     1    14
  1.9889353327651654E-01 a        15     0     1     1    15
 -3.6627536539381907E+01 a        16     0     1     1    16
 -1.5990761099453360E+01 a        17     0     1     1    17
 -4.8375244614667743E+00 a        18     0     1     1    18
 -2.0070206876072616E+00 a        19     0     1     1    19
 -5.7907968089350801E+00 a        20     0     1     1    20
  1.1713022647261440E+01 a        21     0     2     1     1
 -2.6390837297427630E+00 a        22     0     2     1     2
  7.4882476666145346E+00 a        23     0     2     1     3
 -1.2042602890384412E+01 a        24     0     2     1     4
 -2.5013291691625619E+00 a        25     0     2     1     5
  1.1853831632078031E+00 a        26     0     2     1     6
  1.1410797471392945E+01 a        27     0     2     1     7
  6.9668008804161232E+00 a        28     0     2     1     8
  3.0981453745903971E+00 a        29     0     2     1     9
 -9.4267724911442698E+00 a        30     0     2     1    10
  8.6174079380967363E+00 a        31     0     2     1    11
 -1.5379214344158409E+00 a        32     0     2     1    12
 -4.4459702029143067E+00 a        33     0     2     1    13
 -6.8666157935552707E+00 a        34     0     2     1    14
  1.9861941218576412E+01 a        35     0     2     1    15
  2.0467590912372035E+01 a        36     0     2     1    16
 -8.8652105479961101E+00 a        37     0     2     1    17
 -3.4918018537318600E+00 a        38     0     2     1    18
 -9.7704926909394025E+00 a        39     0     2     1    19
 -2.4519303395620778E-01 a        40     0     2     1    20
  5.0249246855464893E+00 a        41     0     3     1     1
  9.3910531815174227E+00 a        42     0     3     1     2
  7.1892382258480492E+00 a        43     0     3     1     3
 -1.2171708226177017E+01 a        44     0     3     1     4
  7.9078510491900813E+00 a        45     0     3     1     5
 -1.6201114044503608E+01 a        46     0     3     1     6
 -2.0659219127115577E+01 a        47     0     3     1     7
 -1.0866728049199626E+01 a        48     0     3     1     8
  9.3701724587892543E-01 a        49     0     3     1     9
  1.9285979298345460E+01 a        50     0     3     1    10
  1.7591360319414082E+00 a        51     0     3     1    11
  1.8173128172705078E+00 a        52     0     3     1    12
 -1.1991531111485571E+01 a        53     0     3     1    13
  4.8810433837863929E+00 a        54     0     3     1    14
 -8.3093818707859857E+00 a        55     0     3     1    15
  1.9762478881234397E+01 a        56     0     3     1    16
  1.1459360695854945E+00 a        57     0     3     1    17
 -1.0086282764601476E+01 a        58     0     3     1    18
 -2.8940439447441522E+00 a        59     0     3     1    19
  1.5183623091745199E+01 a        60     0     3     1    20
 -6.0382013965755661E+00 a        61     0     4     1     1
 -5.8003235166795919E-01 a        62     0     4     1     2
 -7.3522156602927016E+00 a        63     0     4     1     3
  1.8215940114135993E+01 a        64     0     4     1     4
 -1.2637970340226980E+01 a        65     0     4     1     5
  8.9497232532080181E-02 a        66     0     4     1     6
 -1.4217666070322723E+01 a        67     0     4     1     7
  1.1682581226579098E+00 a        68     0     4     1     8
 -1.3526085147290308E+01 a        69     0     4     1     9
  5.8507640684172690E+00 a        70     0     4     1    10
  1.5128832380788797E+01 a        71     0     4     1    11
 -8.6340760207309177E+00 a        72     0     4     1    12
  5.5496110881452632E+00 a        73     0     4     1    13
  1.2804291228305429E+01 a        74     0     4     1    14
 -2.0247552101192287E+01 a        75     0     4     1    15
 -1.9104851720652341E+01 a        76     0     4     1    16
  1.2582247444487209E+01 a        77     0     4     1    17
  1.9220821756722778E+01 a        78     0     4     1    18
  1.3523911726266343E+01 a        79     0     4     1    19
  8.8161772514898828E+00 a        80     0     4     1    20
 -1.2583990506502726E+01 a        81     0     5     1     1
  3.8844621717594943E+00 a        82     0     5     1     2
 -5.7630558130206007E+00 a        83     0     5     1     3
  1.6099785040160086E+01 a        84     0     5     1     4
  1.2864287739111107E+01 a        85     0     5     1     5
  5.8869921756841732E+00 a        86     0     5     1     6
  1.2564438673711311E+00 a        87     0     5     1     7
  1.1345265798139739E+01 a        88     0     5     1     8
 -4.2396624607031512E+00 a        89     0     5     1     9
 -4.8201801962733981E+00 a        90     0     5     1    10
 -1.6522209734411387E+01 a        91     0     5     1    11
  2.4027292675926231E+00 a        92     0     5     1    12
 -4.6651395774790032E+00 a        93     0     5     1    13
  9.7856247526241091E+00 a        94     0     5     1    14
  2.0635686735119911E+01 a        95     0     5     1    15
 -2.8422542364379728E+00 a        96     0     5     1    16
  3.2969360008476580E+00 a        97     0     5     1    17
 -2.4232578101436608E-01 a        98     0     5     1    18
 -8.6133907619836663E+00 a        99     0     5     1    19
 -1.1433783193885553E+01 a       100     0     5     1    20
  5.3854172566690082E+00 a       101     0     6     1     1
  2.2829243043057028E+00 a       102     0     6     1     2
  4.8285139741872705E+00 a       103     0     6     1     3
 -1.4470084161170583E+01 a       104     0     6     1     4
